"RPT_REC_NUM","ProviderNumber","SNF_Name","Address","City","State","ZipCode","County","SNF_BedCount","SNF_BedDaysAvailable","SNF_MedicareInpatientDays","SNF_MedicaidInpatientDays","SNF_OtherInpatientDays","SNF_MedicareDischarges","SNF_MedicaidDischarges","SNF_OtherDischarges","SNF_MedicareALOS","SNF_MedicaidALOS","PRVDR_CTRL_TYPE_CD","PRVDR_NUM","NPI","RPT_STUS_CD","FY_BGN_DT","FY_END_DT","PROC_DT","INITL_RPT_DT","LAST_RPT_DT","TRNSMTL_NUM","FI_NUM","ADR_VNDR_CD","FI_CREAT_DT","UTIL_CD","NPR_DT","SPEC_IND","FI_RCPT_DT","YEAR","DAYS_IN_COST_REPORTING_PERIOD"
"1211529","555749","COVENANT VILLAGE OF TURLOCK","2125 NORTH OLIVE AVENUE","TURLOCK","CA","95382","STANISLAUS",50,18250,1613,6138,9266,NA,NA,NA,NA,NA,NA,"555749",NA,2,2017-02-01,2018-01-31,"09/17/2018","N","N","F",6101,4,"","F","09/07/2018","N","",2018,364
"1211530","675127","FOCUSED CARE AT HUMBLE","93 ISAACKS ROAD","HUMBLE","TX","77338","HARRIS",134,44756,1141,25315,2631,30,92,49,38,275,NA,"675127",NA,2,2017-02-01,2017-12-31,"09/17/2018","N","N","F",4011,4,"","F","09/07/2018","N","",2017,333
"1211546","115044","AZALEA H&R CTR","1600 ANTHONY ROAD","AUGUSTA","GA","30904","RICHMOND",99,23958,3068,12640,3940,74,50,96,41,252,NA,"115044",NA,2,2016-11-01,2017-06-30,"09/17/2018","N","N","E",1011,4,"","F","09/06/2018","N","",2017,241
"1211549","115660","ROSELANE H&R CTR","613 ROSELANE STREET","MARIETTA","GA","30060","COBB",137,33154,7096,15449,6292,304,77,391,23,200,NA,"115660",NA,2,2016-11-01,2017-06-30,"09/17/2018","N","N","E",1011,4,"","F","09/06/2018","N","",2017,241
"1211550","345149","BRIAN CTR HLTH & RETIRE-WINSTON SALE","4911 BRIAN CENTER LANE","WINSTON-SALEM","NC","27106","FORSYTH",40,14600,1801,5731,3520,23,43,253,78,133,NA,"345149",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211551","345179","BRIAN CTR HLTH & RETIRE-MOORESVILLE","752 EAST CENTER AVENUE","MOORESVILLE","NC","28115","IREDELL",131,47815,2675,20843,3022,54,28,136,49,744,NA,"345179",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211552","345304","BRIAN CENTER NURSING CARE-SHAMROCK","2727 SHAMROCK DRIVE","CHARLOTTE","NC","28205","MECKLENBURG",100,36500,1301,24755,1801,10,67,156,130,369,NA,"345304",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211553","345339","BRIAN CTR HLTH & REHAB-WINDSOR","1306 SOUTH KING STREET","WINDSOR","NC","27983","BERTIE",82,29930,3236,18384,681,46,43,112,70,427,NA,"345339",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211554","395731","MANOR CARE OF BETHEL PARK PA LLC","60 HIGHLAND ROAD","BETHEL PARK","PA","15102","ALLEGHANY",160,58400,3171,37724,9106,114,209,493,27,180,NA,"395731",NA,1,2017-06-01,2018-05-31,"09/17/2018","N","N","F",12001,4,"","F","","N","",2018,364
"1211562","676414","MID VALLEY NURSING & REHABILITATION","601 N. MILE 2 WEST","MERCEDES","TX","78570","HIDALGO",123,43788,4394,8629,2288,151,171,108,29,50,NA,"676414",NA,2,2017-01-10,2017-12-31,"09/17/2018","Y","N","F",4011,4,"","F","09/07/2018","N","",2017,355
"1211563","045138","CRAWFORS OPERATION LLC VALLEY","228 POINTER TRAIL WEST","VAN BUREN","AR","72956","CRAWFORD",105,37905,1775,23614,4917,60,110,35,29,214,NA,"045138",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211564","045139","DESHA OPERATIONS  LLC MCGEHEE HEALTH","700 MARK DRIVE","MCGEHEE","AR","71654","DESHA",140,50540,1263,10180,805,24,78,26,52,130,NA,"045139",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211565","045158","CLEBURNE OPERATIONS  LLC SEVEN SPR","1040 WEDDING FORD ROAD","HEBER SPRINGS","AR","72543","CLEBOURNE",140,50540,1360,16530,6873,40,97,66,34,170,NA,"045158",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211566","045176","MONTICELLO OPS LLC  THE WOODS","1194 N. CHESTER ST","MONTICELLO","AR","71655","DREW",122,44042,2384,19220,3649,85,62,44,28,310,NA,"045176",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211567","045189","CAMDEN II OPERATIONS LLC PINE HILLS","900 MAGNOLIA ROAD","CAMDEN","AR","71701","OUACHITA",106,38266,1520,17748,2045,22,77,86,69,230,NA,"045189",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211568","045190","ASHLEY OPERATIONS LLC CROSSETT","1101 WATERWELL ROAD","CROSSETT","AR","71635","ASHLEY",83,29963,1124,12439,3093,33,82,44,34,151,NA,"045190",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211569","045192","HARRISON OPS LLC MOUNT VISTA","202 TIMS AVE","HARRISON","AR","72601","BOONE",154,55594,3396,18385,5760,116,79,121,29,232,NA,"045192",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211570","045197","BOONE OPERATIONS  LLC","115 ORENDROFF AVE","HARRISON","AR","72601","BOONE",90,32490,2754,15096,5971,86,54,106,32,279,NA,"045197",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211571","045350","ARKADELPHIA OPERATIONS LLC COURT","2701 TWIN RIVERS DRIVE","ARKADELPHIA","AR","71923","CLARK",100,36100,1589,18080,6880,47,89,114,33,203,NA,"045350",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211572","045357","PULASKI OPERATIONS  LLC","3600 RICHARDS RD","NORTH LITTLE ROCK","AR","72117","PULASKI",132,47652,3460,23279,13411,88,117,193,39,198,NA,"045357",NA,2,2017-01-01,2017-12-27,"09/17/2018","N","N","F",1011,4,"","F","09/07/2018","N","",2017,360
"1211576","055354","FREDERICKA MANOR CARE CENTER","111 THIED AVENUE","CHULA VISTA","CA","92010","SAN DIEGO",172,62780,8664,32535,15826,347,60,339,24,542,NA,"055354",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211580","056316","CAMELLIA GARDENS CARE CENTER","1920 NORTH FAIR OAKS AVENUE","PASADENA","CA","91103","LOS ANGELES",80,29200,769,23732,2752,20,109,52,38,217,NA,"056316",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211581","056496","CARLSBAD BY THE SEA","2855 CARLSBAD BLVD","CARLSBAD","CA","92008","SAN DIEGO",33,12045,4783,1445,4649,191,NA,39,25,NA,NA,"056496",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211583","105757","WESTMINSTER TOWERS","70 WEST LUCERNE CIRCLE","ORLANDO","FL","32801","ORANGE",120,43800,4948,18453,15551,112,74,196,44,249,NA,"105757",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",9001,4,"","F","","N","",2018,364
"1211584","105854","WESTMINSTER OAKS","4449 MEANDERING WAY","TALLAHASSEE","FL","32308","LEON",120,43800,4838,13035,23821,91,31,252,53,420,NA,"105854",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",9001,4,"","F","","N","",2018,364
"1211585","105879","WINTER PARK TOWERS","1111 SOUTH LAKEMONT AVENUE","WINTER PARK","FL","32792","ORANGE",80,37200,6014,14463,12126,134,21,98,44,688,NA,"105879",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",9001,4,"","F","","N","",2018,364
"1211586","106030","WESTMINSTER ASBURY TOWERS","1533 4TH AVENUE WEST","BRADENTON","FL","34205","MANATEE",120,43800,6100,17964,17245,221,26,292,27,690,NA,"106030",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",9001,4,"","F","","N","",2018,364
"1211587","106095","THE CLUB HEALTH & REHABILITATION CTR","16529 SE 86  BELLE MEADE CIRCLE","THE VILLAGES","FL","32162","MARION",68,24820,21521,NA,78,1028,NA,10,20,NA,NA,"106095",NA,1,2017-03-01,2018-02-28,"09/17/2018","N","N","F",9001,4,"","F","","N","",2018,364
"1211589","125019","CONVALESCENT CENTER OF HONOLULU","1900 BACHLOT STREET","HONOLULU","HI","96817","HONOLULU",182,66430,5132,41307,14038,154,128,321,33,322,NA,"125019",NA,2,2017-03-01,2018-02-28,"09/17/2018","N","N","F",1011,4,"","F","09/10/2018","N","",2018,364
"1211600","165033","MANOR CARE OF DAVENPORT IA  LLC","815 E. LOCUST STREET","DAVENPORT","IA","52803","SCOTT",105,38325,3033,14837,7829,73,86,133,41,172,NA,"165033",NA,1,2017-06-01,2018-05-31,"09/17/2018","N","N","F",12001,4,"","F","","N","",2018,364
"1211602","195437","ST. MARGARETS DAUGHTERS HOME","3525 BIENVILLE STREET","NEW ORLEANS","LA","70119","ORLEANS PARISH",112,40880,5411,26048,6793,134,24,120,40,1085,NA,"195437",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",7001,4,"","F","","N","",2018,364
"1211603","225148","COHASSET CARE LLC","1 CHIEF JUSTICE CUSHING HIGHWAY","COHASSET","MA","02025","PLYMOUTH",80,29200,1212,10706,2339,42,43,40,28,248,NA,"225148",NA,5,2017-01-01,2017-12-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2017,364
"1211605","235088","GRAND TRAVERSE MEDICAL CARE FACILITY","410 EAST ELMWOOD","TRAVERSE CITY","MI","49684","GRAND TRAVERSE",240,87600,10543,54376,17352,286,59,120,36,921,NA,"235088",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",6001,4,"","F","09/11/2018","N","",2017,364
"1211607","245322","COLONIAL ACRES HEALTHCARE","5825 ST CROIX","MINNEAPOLIS","MN","55422","HENNEPIN",43,15695,3750,NA,6033,NA,NA,NA,NA,NA,NA,"245322",NA,2,2017-02-01,2018-01-31,"09/17/2018","N","N","F",6101,4,"","F","09/11/2018","N","",2018,364
"1211608","245353","CAMILIA ROSE COMPANY","11800 XEON BLVD NW","COON RAPIDS","MN","55448","ANOKA",80,29200,4362,12079,9849,218,NA,NA,20,NA,NA,"245353",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",6201,4,"","F","09/11/2018","N","",2017,364
"1211609","255118","DIVERSICARE OF MERIDIAN","4728 HWY 39 NORTH","MERIDIAN","MS","39301","LAUDERDALE",120,32760,3055,21025,3583,69,189,24,44,111,NA,"255118",NA,2,2016-10-01,2017-06-30,"09/17/2018","N","N","E",1011,4,"","F","09/10/2018","N","",2017,272
"1211610","255119","DIVERSICARE OF AMORY","1215 EARL FRYE DRIVE","AMORY","MS","38821","MONROE",152,41496,3946,28405,3843,108,198,96,36,143,NA,"255119",NA,2,2016-10-01,2017-06-30,"09/17/2018","N","N","E",1011,4,"","F","09/10/2018","N","",2017,272
"1211613","305070","ST. FRANCIS REHAB AND NURSING CENTER","406 COURT STREET","LACONIA","NH","03246","BELKNAP",51,18615,3249,9486,4202,71,25,34,45,379,NA,"305070",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",14011,4,"","F","","N","",2018,364
"1211614","315418","WILEY MISSION","99 EAST MAIN STREET","MARLTON","NJ","08053","BURLINGTON",67,24455,1283,7913,13954,50,7,5,25,1130,NA,"315418",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",12001,4,"","F","09/11/2018","N","",2017,364
"1211615","315467","LITTLE BROOK NURSING & CONV. HOME","78 SLIKER ROAD","CALIFON","NJ","07830","HUNTERDON",36,13140,355,4211,5367,12,3,14,29,1403,NA,"315467",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",12001,4,"","F","09/11/2018","N","",2017,364
"1211616","335429","ADK TRI-COUNTY NRSG & REHB CTR","SKI BOWL ROAD","NORTH CREEK","NY","12853","WARREN",82,31652,944,15747,9558,29,28,26,32,562,NA,"335429",NA,2,2017-01-01,2018-01-21,"09/17/2018","N","N","F",13001,4,"","F","09/11/2018","N","",2018,385
"1211617","335565","BARNWELL NURSING & REHAB. CENTER","3230 CHURCH ST.","VALATIE","NY","12184","COLUMBIA",236,86140,7121,39599,28110,186,332,309,38,119,NA,"335565",NA,2,2017-01-01,2017-12-06,"09/17/2018","N","N","F",13001,4,"","F","09/11/2018","N","",2017,339
"1211620","345123","CAROLINA VILLAGE  INC.","600 CAROLINA VILLAGE ROAD","HENDERSONVILLE","NC","28792","HENDERSON",58,21170,3277,NA,15646,91,NA,170,36,NA,NA,"345123",NA,2,2017-04-01,2018-03-31,"09/17/2018","N","N","F",11501,4,"","F","09/10/2018","N","",2018,364
"1211624","345323","BRIAN CENTER HEATLH & REHAB-WALLACE","647 STATESVILLE BLVD","WALLACE","NC","28466","DUPLIN",80,29200,5094,16386,4652,129,22,199,39,744,NA,"345323",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211625","345345","BRIAN CTR HLTH & RETIRE-MONROE","204 OLD HIGHWAY 74 EAST","MONROE","NC","28112","UNION",60,21900,2515,13885,2484,42,33,164,59,420,NA,"345345",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211633","345479","MORAVIAN  HOME  INC DBA SALEMTOWNE","1000 SALEMTOWNE ROAD","WINSTON SALEM","NC","27106","FORSYTH",100,34660,2882,2996,22177,213,7,252,13,428,NA,"345479",NA,2,2017-04-01,2018-03-31,"09/17/2018","N","N","F",11501,4,"","F","09/10/2018","N","",2018,364
"1211635","365202","LIMA ACRES NURSING & REHAB CENTER","599 SOUTH SHAWNEE STREE","LIMA","OH","45804","ALLEN",88,26752,1911,18381,2958,60,38,51,31,483,NA,"365202",NA,1,2017-01-01,2017-10-31,"09/17/2018","N","N","E",1011,4,"","F","","N","",2017,303
"1211638","365597","WESTMORELAND PLACE","230 CHERRY STREET","CHILLICOTHE","OH","45601","ROSS",150,22950,1458,12841,3469,34,51,56,42,251,NA,"365597",NA,2,2017-08-01,2017-12-31,"09/17/2018","N","N","F",15201,4,"","F","09/05/2018","N","",2017,152
"1211639","375571","WILSON NURSING CENTER","867 U S HIGHWAY 70 A","WILSON","OK","73463","CARTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375571",NA,2,2017-07-31,2017-12-31,"09/17/2018","N","N","F",4011,4,"","N","05/03/2018","N","",2017,153
"1211640","385121","FRIENDSHIP HEALTH CENTER","3320 SE HOLGATE BLVD","PORTLAND","OR","97202","MULTNOMAH",100,36500,582,11845,13850,31,66,727,18,179,NA,"385121",NA,1,2017-03-01,2018-02-28,"09/17/2018","N","N","F",2001,4,"","F","","N","",2018,364
"1211642","395637","HOLY FAMILY HOME","5300 CHESTER AVENUE","PHILADELPHIA","PA","19143","PHILADELPHIA",45,16425,102,14114,1316,2,6,2,51,2352,NA,"395637",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",12001,4,"","F","09/11/2018","N","",2017,364
"1211649","445333","BRIARWOOD COMMUNITY LIVING CENTER","41 HOSPITAL","LEXINGTON","TN","38351","HENDERSON",55,20075,1296,8212,1097,38,6,6,34,1368,NA,"445333",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",7001,4,"","F","","N","",2018,364
"1211650","455879","MARSHALL MANOR WEST","207 WEST MERRITT","MARSHALL","TX","75760","HARRISON",118,43070,2305,21927,2206,39,16,7,59,1370,NA,"455879",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",4011,4,"","F","09/11/2018","N","",2017,364
"1211651","495155","GOLDEN LIVING-SLEEPY HOLLOW","6700 COLUMBIA PIKE","ANNANDALE","VA","22003","FAIRFAX",222,26640,2085,NA,18986,63,NA,68,33,NA,NA,"495155",NA,2,2017-01-01,2017-04-30,"09/17/2018","N","N","E",1011,4,"","F","09/10/2018","N","",2017,119
"1211656","495419","COVENANT WOODS NURSING HOME","7090 COVENANT WOODS DRIVE","MECHANICSVILLE","VA","23111","HANOVER",50,13025,1259,NA,8987,30,NA,77,41,NA,NA,"495419",NA,2,2017-04-01,2018-03-31,"09/17/2018","N","N","F",11301,4,"","F","09/10/2018","N","",2018,364
"1211657","525504","CAMEO CARE CENTER","5790 S. 27TH STREET","MILWAUKEE","WI","53221","MILWAUKEE",112,26432,4201,NA,19025,134,NA,63,31,NA,NA,"525504",NA,2,2017-07-01,2018-02-21,"09/17/2018","N","N","F",6001,4,"","F","09/11/2018","N","",2018,235
"1211658","555085","CLAREMONT MANOR CARE CENTER","621 W BONITA AVENUE","CLAREMONT","CA","91711","LOS ANGELES",59,21535,1571,9564,7280,57,20,103,27,478,NA,"555085",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211659","555086","KINGSLEY MANOR CARE CENTER","1055 N KINGSLEY DRIVE","LOS ANGELES","CA","90029","LOS ANGELES",51,18615,2038,13075,843,49,12,36,41,1089,NA,"555086",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211661","555114","DRIFTWOOD HEALTHCARE CENTER","4109 EMERALD AVENUE","TORRANCE","CA","90503","LOS ANGELES",99,36135,11853,16324,3886,281,19,144,42,859,NA,"555114",NA,2,2017-03-01,2018-02-28,"09/17/2018","N","N","F",1011,4,"","F","09/10/2018","N","",2018,364
"1211665","555342","SUNNY VIEW MANOR","22445 CUPERTINO ROAD","CUPERTINO","CA","95014","SANTA CLARA",48,17520,1796,5996,7345,61,7,61,29,856,NA,"555342",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211666","555343","SARATOGA RETIREMENT COMMUNITY","14500 FRUITVALE AVENUE","SARATOGA","CA","95070","SANTA CLARA",94,34310,3818,10516,13379,118,18,91,32,584,NA,"555343",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211667","555423","VISTA DEL MONTE","3775 MODOC ROAD","SANTA BARBARA","CA","93105","SANTA BARBARA",29,10585,1386,1456,3256,142,NA,NA,9,NA,NA,"555423",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211669","555472","WALNUT MANOR CARE CENTER","891 WALNUT STREET","ANAHEIM","CA","92802","ORANGE",94,34310,4427,19037,7271,149,55,462,29,346,NA,"555472",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211670","555639","THE MEADOWS OF NAPA VALLEY","1800 ATRIUM WAY","NAPA","CA","94559","NAPA",69,25185,4608,5832,8687,146,15,61,31,388,NA,"555639",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211674","555828","RANCHO VISTA HEALTH CENTER","760 E. BOBIER DRIVE","VISTA","CA","92084","SAN DIEGO",57,9462,1202,NA,1388,50,NA,76,24,NA,NA,"555828",NA,2,2017-01-01,2017-06-15,"09/17/2018","N","N","E",1011,4,"","F","09/10/2018","N","",2017,165
"1211676","675044","COLONIAL MANOR- MCALLEN","209 WEST HACKBERRY AVENUE","MCALLEN","TX","78501","HIDALGO",123,44895,3736,654,15316,75,64,25,49,10,NA,"675044",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",4011,4,"","F","09/11/2018","N","",2017,364
"1211678","675344","SWEENY HOUSE","109 MCKINNEY","SWEENY","TX","77480","BRAZORIA",94,34310,2620,19630,2142,20,29,144,131,676,NA,"675344",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211679","675363","WESLACO   RETAMA MANOR","721 AIRPORT DRIVE","WESLACO","TX","78596","HIDALGO",120,43800,1082,19587,3200,28,40,103,38,489,NA,"675363",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211681","675568","OASIS NURSING HOME","9001 N LOOP","EL PASO","TX","79907","EL PASO",130,47450,1188,33176,4822,20,61,157,59,543,NA,"675568",NA,2,2017-01-01,2017-12-31,"09/17/2018","N","N","F",4011,4,"","F","09/10/2018","N","",2017,364
"1211682","675592","C.C. YOUNG MEMORIAL HOME","48747 WEST LAWTHER DRIVE","DALLAS","TX","75214","DALLAS",88,32120,6778,1623,1950,293,5,204,23,324,NA,"675592",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211683","676145","PRAIRIE ESTATES","1350 MAIN ST","FRISCO","TX","75034","COLLIN",180,65700,4402,44138,7248,143,67,129,30,658,NA,"676145",NA,2,2016-10-01,2017-09-30,"09/17/2018","N","N","E",4011,4,"","F","09/10/2018","N","",2017,364
"1211688","055656","RIVERSIDE CONVALESCENT HOSPITAL","375 COHASSET ROAD","CHICO","CA","95926","BUTTE",99,36135,8519,19885,1758,205,92,32,41,216,NA,"055656",NA,2,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","09/11/2018","N","",2018,364
"1211706","145026","WESTMINSTER PLACE","3200 GRANT STREET","EVANSTON","IL","60201","COOK",105,38325,6470,389,21063,243,2,236,26,194,NA,"145026",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",6101,4,"","F","","N","",2018,364
"1211707","145341","FRIENDSHIP VILLAGE OF SCHAUMBURG","350 W. SCHAUMBURG ROAD","SCHAUMBURG","IL","60194","COOK",250,91250,12194,12829,44366,415,26,203,29,493,NA,"145341",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5901,4,"","F","","N","",2018,364
"1211708","145986","LAKE FOREST PLACE LLC","1100 PEMBRIDGE DRIVE","LAKE FOREST","IL","60045","LAKE",70,25550,6954,NA,16716,317,NA,149,21,NA,NA,"145986",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",6101,4,"","F","","N","",2018,364
"1211710","146076","MANOR COURT OF CLINTON","1 PARK LANE","CLINTON","IL","61727","DEWITT",134,48910,5305,21937,11213,97,39,42,54,562,NA,"146076",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",6101,4,"","F","","N","",2018,364
"1211713","146091","MANOR COURT OF PERU","3230 BECKER DRIVE","PERU","IL","61354","LASALLE",114,41310,9495,12596,14157,317,44,88,29,286,NA,"146091",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",6101,4,"","F","","N","",2018,364
"1211714","146102","MANOR COURT OF FREEPORT","2170 WEST NAVAJO DRIVE","FREEPORT","IL","61032","STEPHENSON",117,42705,5433,13454,16864,205,160,99,26,84,NA,"146102",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",6101,4,"","F","","N","",2018,364
"1211715","146108","MANOR COURT OF PEORIA","6900 STALWORTH DRIVE","PEORIA","IL","61615","PEORIA",50,18250,3864,2265,7772,134,43,87,28,52,NA,"146108",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",6101,4,"","F","","N","",2018,364
"1211717","165081","FRIENDS OF FAITH RETIREMENT HOMES","600 PARK LANE","WATERLOO","IA","50702","BLACK HAWK",72,26280,552,202,21153,25,1,78,22,202,NA,"165081",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5001,4,"","F","","N","",2018,364
"1211718","165467","KANAWA COMMUNITY HOME","130 WEST SIXTH STREET","KANAWHA","IA","50447","HANCOCK",38,13870,553,3099,5004,7,6,29,79,516,NA,"165467",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5001,4,"","F","","N","",2018,364
"1211719","165545","WINDMILL MANOR","S","CORALVILLE","IA","52241","JOHNSON",120,43800,6782,15856,11177,142,31,93,47,511,NA,"165545",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5001,4,"","F","","N","",2018,364
"1211720","165575","MCHS  LLC DBA MCHS-UTICA RIDGE","3800 COMMERCE BLVD.","DAVENPORT","IA","52807","SCOTT",120,43800,11628,13978,12287,593,101,497,19,138,NA,"165575",NA,1,2017-06-01,2018-05-31,"09/17/2018","N","N","F",12001,4,"","F","","N","",2018,364
"1211726","235020","MICHIGAN MASONIC HOME","1200 WRIGHT AVENUE","ALMA","MI","48801","GRATIOT",204,74460,8153,41211,16758,128,48,159,63,858,NA,"235020",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",8001,4,"","F","","N","",2018,364
"1211727","235607","WARWICK LIVING","842 WEST WARWICK DRIVE","ALMA","MI","48801","GRATIOT",45,16425,1304,11603,3047,22,2,18,59,5801,NA,"235607",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5901,4,"","F","","N","",2018,364
"1211728","265095","JOHN KNOX VILLAGE","400 NW MURRAY","LEES SUMMIT","MO","64081","JACKSON",162,59130,11573,4738,13381,543,1,677,21,4738,NA,"265095",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5901,4,"","F","","N","",2018,364
"1211731","265826","PUTNAM COUNTY CARE CENTER","1814 OAK STREET","UNIONVILLE","MO","63565","PUTNAM",60,21900,1277,10906,7599,25,54,42,51,201,NA,"265826",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",5001,4,"","F","","N","",2018,364
"1211733","295041","DELMAR GARDENS OF GREEN VALLEY","100 DELMAR GARDENS DRIVE","HENDERSON","NV","89014","CLARK",48,17520,5344,1148,1524,170,15,22,31,76,NA,"295041",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",1011,4,"","F","","N","",2018,364
"1211734","325035","LA VIDA LLENA","10501 LAGRIMA DE ORO RD NE","ALBUQUERQUE","NM","87111","BERNALILLO",50,18250,782,1343,14619,17,NA,66,46,NA,NA,"325035",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211736","345128","BRIAN CTR HLTH & REHAB-STATESVILLE","520 VALLEY STREET","STATESVILLE","NC","28677","IREDELL",147,53655,3385,32721,4317,39,59,149,86,554,NA,"345128",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211738","345270","BRIAN CTR HLTH & REHAB-SPRUCE PINE","218 LAUREL CREEK COURT","SPRUCE PINE","NC","28777","MITCHELL",127,46355,3937,23703,6815,117,31,222,33,764,NA,"345270",NA,1,2017-04-01,2018-03-31,"09/17/2018","N","N","F",4011,4,"","F","","N","",2018,364
"1211739","375252","MIDWEST CITY NURSING FACILITY","8200 NATIONAL AVENUE","MIDWEST CITY","OK","73110","OKLAHOMA",90,27360,2757,12564,2219,91,84,46,30,149,NA,"375252",NA,1,2017-01-01,2017-10-31,"09/17/2018","N","N","F",12001,4,"","F","","N","",2017,303
